product_id,product_category,sales,price,vendor_id,pet_size,pet_type,rating,re_buy
4432,Clothes,"$137,000",107.35,VC_997,small,dog,10,0
4189,Equipment,"$17,000",49.71,VC_754,large,hamster,6,1
4533,Housing,"$35,000",49.91,VC_1098,medium,cat,7,1
4375,Snack,"$117,000",74.19,VC_940,extra_small,cat,1,0
4581,Grooming,"$188,000",118.05,VC_1146,extra_large,cat,10,0
4936,Snack,"$122,000",88.98,VC_1501,small,dog,6,0
4338,Supplements,"$163,000",62.45,VC_903,medium,dog,10,0
4498,Clothes,"$151,000",133.34,VC_1063,medium,dog,4,1
4293,Medicine,"$66,000",20.1,VC_858,medium,cat,8,1
4520,Clothes,"$141,000",3.33,VC_1085,extra_small,dog,4,1
4629,Equipment,"$77,000",181.44,VC_1194,large,cat,10,1
4874,Toys,"$45,000",40.31,VC_1439,small,dog,6,0
4775,Toys,"$172,000",108.1,VC_1340,medium,cat,7,0
4439,Accessory,"$102,000",97.46,VC_1004,large,cat,3,0
4875,Equipment,"$118,000",85.71,VC_1440,medium,cat,6,0
4839,Equipment,"$125,000",162.14,VC_1404,medium,cat,1,1
4556,Toys,"$52,000",201.55,VC_1121,extra_large,dog,10,0
4811,Toys,"$121,000",239.97,VC_1376,medium,cat,2,1
4491,Medicine,"$151,000",26.51,VC_1056,extra_large,cat,5,0
4685,Supplements,"$73,000",251.74,VC_1250,extra_small,cat,10,1
4752,Food,"$116,000",35.14,VC_1317,small,dog,7,0
4991,Toys,"$118,000",6.27,VC_1556,medium,bird,6,0
4923,Equipment,"$22,000",228.45,VC_1488,medium,cat,6,0
4977,Equipment,"$134,000",54.74,VC_1542,medium,bird,6,0
4674,Clothes,"$49,000",211.86,VC_1239,large,dog,10,0
4628,Snack,"$161,000",158.44,VC_1193,medium,dog,10,1
4356,Bedding,"$114,000",163.5,VC_921,extra_large,dog,1,1
4289,Clothes,"$160,000",165.36,VC_854,large,fish,6,0
4696,Medicine,"$155,000",210.08,VC_1261,extra_large,dog,10,0
4863,Equipment,"$75,000",21.83,VC_1428,medium,cat,6,1
4197,Accessory,"$90,000",32.43,VC_762,small,cat,8,1
4220,Food,"$101,000",197.28,VC_785,extra_small,dog,2,1
4577,Housing,"$14,000",132.21,VC_1142,small,cat,10,0
4187,Food,"$6,000",108.34,VC_752,small,fish,5,0
4681,Medicine,"$20,000",98.18,VC_1246,extra_large,cat,10,0
4562,Snack,"$153,000",206.14,VC_1127,small,dog,10,0
4453,Equipment,"$188,000",134.41,VC_1018,medium,cat,5,0
4858,Snack,"$166,000",86.09,VC_1423,small,dog,1,1
4233,Equipment,"$108,000",160.74,VC_798,medium,cat,3,1
5015,Toys,"$59,000",35.06,VC_1580,medium,bird,6,1
4801,Snack,"$175,000",58.82,VC_1366,medium,cat,7,1
4717,Medicine,"$78,000",194.62,VC_1282,medium,cat,10,1
4198,Food,"$87,000",119.5,VC_763,medium,rabbit,9,0
4980,Equipment,"$126,000",38.77,VC_1545,small,fish,6,0
4315,Medicine,"$207,000",139.49,VC_880,extra_small,cat,2,0
4592,Grooming,"$34,000",118.24,VC_1157,small,dog,10,0
4906,Snack,"$86,000",162.23,VC_1471,small,dog,6,0
4837,Snack,"$25,000",14.25,VC_1402,medium,cat,2,1
4922,Toys,"$196,000",221.42,VC_1487,small,dog,6,0
4870,Snack,"$36,000",60.0,VC_1435,small,dog,6,0
4634,Medicine,"$49,000",221.77,VC_1199,large,dog,10,0
4716,Food,"$99,000",58.9,VC_1281,small,dog,10,0
4269,Housing,"$183,000",212.82,VC_834,large,cat,2,0
5004,Equipment,"$116,000",152.91,VC_1569,small,fish,6,0
4954,Snack,"$94,000",3.9,VC_1519,small,dog,6,0
4796,Toys,"$80,000",188.84,VC_1361,small,dog,7,1
4799,Toys,"$184,000",169.29,VC_1364,medium,cat,7,1
4240,Grooming,"$180,000",192.28,VC_805,extra_small,rabbit,8,0
4937,Toys,"$75,000",111.54,VC_1502,medium,cat,6,0
4981,Snack,"$150,000",215.55,VC_1546,medium,bird,6,0
4790,Toys,"$79,000",159.13,VC_1355,small,dog,7,0
4181,Housing,"$44,000",40.91,VC_746,extra_large,fish,8,1
4259,Toys,"$97,000",96.77,VC_824,large,fish,8,0
5047,Snack,"$94,000",158.64,VC_1612,medium,bird,7,1
4377,Clothes,"$66,000",218.61,VC_942,small,cat,8,1
4537,Grooming,"$61,000",23.7,VC_1102,small,cat,6,0
4624,Supplements,"$70,000",57.16,VC_1189,large,dog,10,0
4951,Snack,"$190,000",124.53,VC_1516,medium,cat,6,0
4774,Snack,"$181,000",52.53,VC_1339,small,dog,7,0
4411,Bedding,"$162,000",33.44,VC_976,extra_large,cat,2,1
4953,Equipment,"$46,000",21.92,VC_1518,medium,cat,6,0
4431,Equipment,"$108,000",175.82,VC_996,extra_large,cat,4,1
4394,Grooming,"$21,000",47.32,VC_959,large,dog,6,1
4765,Medicine,"$149,000",163.66,VC_1330,medium,cat,7,1
4447,Medicine,"$184,000",79.34,VC_1012,small,cat,5,0
4335,Housing,"$153,000",95.52,VC_900,extra_small,cat,4,0
4895,Toys,"$140,000",51.18,VC_1460,medium,cat,6,0
4655,Toys,"$47,000",57.43,VC_1220,extra_small,cat,10,0
4557,Medicine,"$46,000",184.82,VC_1122,small,cat,10,0
4963,Snack,"$129,000",157.16,VC_1528,medium,bird,6,0
4871,Toys,"$42,000",56.95,VC_1436,medium,cat,6,0
4244,Equipment,"$31,000",187.66,VC_809,large,dog,6,1
4419,Snack,"$64,000",224.73,VC_984,large,cat,5,1
4606,Snack,"$20,000",214.04,VC_1171,extra_large,dog,10,0
4975,Snack,"$191,000",125.15,VC_1540,medium,bird,6,0
5033,Toys,"$79,000",86.58,VC_1598,medium,bird,6,1
4358,Toys,"$3,000",232.93,VC_923,medium,dog,6,0
4788,Equipment,"$98,000",27.08,VC_1353,small,dog,7,1
4698,Food,"$130,000",33.72,VC_1263,medium,dog,10,1
4266,Equipment,"$224,000",241.46,VC_831,extra_large,bird,5,0
4792,Snack,"$217,000",20.97,VC_1357,small,dog,7,0
4503,Supplements,"$139,000",134.84,VC_1068,medium,cat,4,1
4201,Clothes,"$121,000",237.69,VC_766,extra_large,hamster,5,1
4679,Supplements,"$203,000",249.64,VC_1244,large,cat,10,1
4998,Equipment,"$200,000",146.67,VC_1563,small,fish,6,0
4855,Snack,"$151,000",165.33,VC_1420,medium,cat,1,1
5029,Snack,"$181,000",105.1,VC_1594,medium,bird,6,1
4759,Medicine,"$72,000",1.3,VC_1324,medium,cat,7,0
4602,Supplements,"$142,000",61.39,VC_1167,small,dog,10,1
4663,Clothes,"$224,000",43.9,VC_1228,medium,cat,10,1
4270,Toys,"$80,000",126.19,VC_835,extra_small,rabbit,5,0
4260,Medicine,"$79,000",111.9,VC_825,extra_small,bird,4,0
4242,Food,"$142,000",14.42,VC_807,small,bird,3,1
4639,Snack,"$178,000",24.09,VC_1204,large,cat,10,1
4515,Grooming,"$87,000",211.22,VC_1080,extra_small,cat,4,0
4538,Accessory,"$50,000",40.79,VC_1103,medium,dog,4,1
4173,Supplements,"$79,000",117.96,VC_738,medium,cat,1,0
4363,Food,"$3,000",148.45,VC_928,medium,cat,7,0
4744,Medicine,"$56,000",24.27,VC_1309,small,dog,7,1
4766,Toys,"$191,000",246.35,VC_1331,small,dog,7,1
4410,Clothes,"$195,000",22.11,VC_975,extra_small,dog,7,0
4217,Supplements,"$177,000",36.11,VC_782,small,fish,6,1
4182,Toys,"$70,000",50.4,VC_747,small,bird,6,0
4255,Equipment,"$56,000",13.66,VC_820,extra_small,hamster,8,0
4877,Toys,"$194,000",46.92,VC_1442,medium,cat,6,0
4570,Grooming,"$181,000",134.95,VC_1135,extra_small,dog,10,0
4898,Toys,"$129,000",222.01,VC_1463,small,dog,6,0
4178,Equipment,"$120,000",89.65,VC_743,medium,dog,4,1
4298,Snack,"$211,000",221.49,VC_863,medium,dog,9,0
4778,Toys,"$103,000",49.54,VC_1343,small,dog,7,0
4793,Toys,"$26,000",14.81,VC_1358,medium,cat,7,1
4474,Snack,"$176,000",62.48,VC_1039,large,dog,7,0
4916,Toys,"$96,000",64.99,VC_1481,small,dog,6,0
5036,Toys,"$200,000",195.34,VC_1601,small,fish,7,1
4511,Housing,"$31,000",10.65,VC_1076,extra_large,cat,2,0
4647,Grooming,"$22,000",121.5,VC_1212,small,cat,10,1
4514,Supplements,"$120,000",31.86,VC_1079,large,dog,8,0
4526,Grooming,"$115,000",135.59,VC_1091,extra_large,dog,6,1
4190,Clothes,"$57,000",59.1,VC_755,extra_small,dog,2,0
4469,Medicine,"$88,000",48.04,VC_1034,large,cat,1,0
4542,Clothes,"$223,000",245.52,VC_1107,small,dog,10,0
4452,Snack,"$138,000",36.17,VC_1017,small,dog,3,1
4268,Bedding,"$163,000",162.28,VC_833,medium,dog,9,1
4413,Toys,"$18,000",129.02,VC_978,medium,cat,9,0
4307,Accessory,"$184,000",238.16,VC_872,small,fish,8,0
4986,Equipment,"$228,000",227.18,VC_1551,small,fish,6,0
4361,Grooming,"$203,000",53.98,VC_926,extra_large,cat,7,0
4738,Medicine,"$41,000",96.08,VC_1303,small,dog,7,0
5032,Snack,"$132,000",67.91,VC_1597,small,fish,6,1
4727,Supplements,"$146,000",154.0,VC_1292,medium,cat,10,1
4767,Equipment,"$154,000",226.78,VC_1332,medium,cat,7,0
4213,Bedding,"$221,000",84.18,VC_778,medium,hamster,9,0
4763,Supplements,"$88,000",129.52,VC_1328,medium,cat,7,0
4211,Equipment,"$27,000",201.15,VC_776,extra_large,fish,10,1
4688,Supplements,"$141,000",207.96,VC_1253,medium,dog,10,1
4194,Medicine,"$103,000",167.22,VC_759,large,bird,1,1
4848,Equipment,"$145,000",168.19,VC_1413,small,dog,1,1
4516,Accessory,"$16,000",97.44,VC_1081,extra_large,dog,6,0
4812,Equipment,"$49,000",244.41,VC_1377,small,dog,2,1
4576,Bedding,"$188,000",77.54,VC_1141,extra_large,dog,10,0
4713,Food,"$49,000",110.76,VC_1278,medium,cat,10,1
4310,Equipment,"$105,000",51.28,VC_875,extra_small,dog,9,1
4885,Snack,"$116,000",55.9,VC_1450,medium,cat,6,0
4192,Housing,"$83,000",142.69,VC_757,small,rabbit,1,0
4275,Food,"$25,000",158.76,VC_840,extra_small,cat,4,1
4807,Snack,"$76,000",188.07,VC_1372,medium,cat,2,1
4248,Toys,"$18,000",198.03,VC_813,medium,bird,1,1
4429,Food,"$180,000",192.24,VC_994,large,cat,10,0
4810,Snack,"$102,000",169.99,VC_1375,small,dog,2,1
4904,Toys,"$41,000",173.58,VC_1469,small,dog,6,0
4806,Equipment,"$147,000",215.74,VC_1371,small,dog,2,1
4527,Accessory,"$82,000",14.9,VC_1092,small,cat,9,0
4680,Food,"$52,000",176.49,VC_1245,extra_small,dog,10,0
4408,Snack,"$143,000",109.55,VC_973,medium,dog,5,0
4305,Supplements,"$102,000",106.54,VC_870,extra_small,cat,1,0
4302,Housing,"$27,000",222.26,VC_867,small,bird,9,1
4328,Grooming,"$109,000",71.42,VC_893,medium,dog,4,0
4882,Snack,"$49,000",168.47,VC_1447,small,dog,6,0
4911,Equipment,"$61,000",26.95,VC_1476,medium,cat,6,0
4771,Snack,"$93,000",24.43,VC_1336,medium,cat,7,0
4961,Toys,"$62,000",41.34,VC_1526,medium,bird,6,0
4761,Food,"$111,000",143.0,VC_1326,medium,cat,7,0
4611,Toys,"$94,000",194.74,VC_1176,extra_large,cat,10,1
4369,Toys,"$127,000",163.4,VC_934,large,cat,8,0
5043,Equipment,"$214,000",241.37,VC_1608,medium,bird,7,1
4354,Equipment,"$212,000",107.16,VC_919,large,dog,7,0
5031,Equipment,"$42,000",94.47,VC_1596,medium,bird,6,1
4342,Snack,"$179,000",149.16,VC_907,small,dog,5,1
4528,Food,"$126,000",81.68,VC_1093,medium,dog,7,0
4370,Medicine,"$147,000",85.6,VC_935,extra_small,dog,1,1
4684,Medicine,"$87,000",73.96,VC_1249,large,dog,10,0
4710,Food,"$41,000",97.82,VC_1275,small,dog,10,1
4944,Equipment,"$3,000",174.51,VC_1509,small,dog,6,0
4433,Bedding,"$92,000",136.06,VC_998,medium,cat,1,0
4856,Toys,"$79,000",143.66,VC_1421,small,dog,1,1
4300,Clothes,"$116,000",239.97,VC_865,extra_small,rabbit,8,1
4899,Equipment,"$184,000",29.37,VC_1464,medium,cat,6,0
4934,Toys,"$164,000",215.2,VC_1499,small,dog,6,0
4287,Snack,"$130,000",168.31,VC_852,small,cat,3,1
4492,Supplements,"$10,000",163.7,VC_1057,small,dog,7,1
4919,Toys,"$16,000",71.27,VC_1484,medium,cat,6,0
4962,Equipment,"$134,000",26.47,VC_1527,small,fish,6,0
4768,Snack,"$68,000",130.47,VC_1333,small,dog,7,1
4329,Accessory,"$143,000",48.4,VC_894,large,cat,6,1
5045,Toys,"$117,000",210.07,VC_1610,medium,bird,7,1
5017,Snack,"$146,000",20.15,VC_1582,medium,bird,6,1
4935,Equipment,"$19,000",65.51,VC_1500,medium,cat,6,0
4721,Supplements,"$145,000",20.64,VC_1286,medium,cat,10,0
4502,Medicine,"$135,000",107.02,VC_1067,small,dog,1,1
4493,Grooming,"$147,000",180.31,VC_1058,medium,cat,8,0
4461,Accessory,"$47,000",5.89,VC_1026,extra_large,cat,2,0
4331,Snack,"$92,000",161.04,VC_896,extra_large,cat,2,0
4379,Housing,"$25,000",234.35,VC_944,large,cat,6,0
4558,Supplements,"$57,000",78.91,VC_1123,medium,dog,10,0
4582,Accessory,"$101,000",107.67,VC_1147,small,dog,10,0
4711,Medicine,"$195,000",12.54,VC_1276,medium,cat,10,0
4518,Snack,"$61,000",16.17,VC_1083,medium,dog,9,1
4743,Food,"$63,000",3.96,VC_1308,medium,cat,7,0
4677,Toys,"$83,000",170.88,VC_1242,small,cat,10,1
4276,Snack,"$80,000",170.76,VC_841,extra_large,rabbit,9,1
4745,Supplements,"$197,000",41.51,VC_1310,medium,cat,7,0
4278,Clothes,"$164,000",181.1,VC_843,medium,bird,6,0
4762,Medicine,"$162,000",216.06,VC_1327,small,dog,7,1
4654,Housing,"$211,000",161.38,VC_1219,large,dog,10,1
4617,Snack,"$204,000",160.41,VC_1182,small,cat,10,0
4694,Supplements,"$13,000",69.65,VC_1259,large,dog,10,1
4626,Accessory,"$177,000",230.37,VC_1191,extra_large,dog,10,1
4636,Grooming,"$116,000",228.29,VC_1201,extra_large,dog,10,1
4508,Equipment,"$70,000",162.11,VC_1073,medium,dog,8,0
4769,Toys,"$18,000",163.76,VC_1334,medium,cat,7,1
4619,Clothes,"$195,000",134.6,VC_1184,large,cat,10,0
4444,Bedding,"$102,000",160.82,VC_1009,large,dog,6,1
4754,Supplements,"$202,000",83.02,VC_1319,small,dog,7,0
4740,Food,"$116,000",247.12,VC_1305,small,dog,7,0
4314,Toys,"$9,000",114.96,VC_879,large,dog,6,0
4753,Medicine,"$149,000",183.85,VC_1318,medium,cat,7,1
4483,Accessory,"$137,000",46.06,VC_1048,medium,cat,6,1
4206,Supplements,"$174,000",163.97,VC_771,extra_large,bird,3,1
4543,Bedding,"$101,000",72.08,VC_1108,medium,cat,10,1
4574,Equipment,"$200,000",125.37,VC_1139,large,dog,10,1
4468,Toys,"$52,000",247.83,VC_1033,medium,dog,7,1
4700,Supplements,"$217,000",46.22,VC_1265,extra_small,dog,10,1
4819,Snack,"$181,000",28.9,VC_1384,medium,cat,2,1
4396,Food,"$222,000",222.51,VC_961,extra_large,dog,8,1
4915,Snack,"$163,000",139.33,VC_1480,medium,cat,6,0
4809,Equipment,"$202,000",74.85,VC_1374,medium,cat,2,1
4309,Snack,"$59,000",110.21,VC_874,large,hamster,10,1
4933,Snack,"$49,000",211.32,VC_1498,medium,cat,6,0
4976,Toys,"$141,000",166.01,VC_1541,small,fish,6,0
4646,Supplements,"$26,000",106.24,VC_1211,extra_large,dog,10,0
4485,Snack,"$16,000",21.92,VC_1050,extra_small,cat,2,0
4803,Equipment,"$226,000",244.13,VC_1368,medium,cat,7,1
4409,Equipment,"$209,000",103.96,VC_974,large,cat,1,1
4454,Clothes,"$42,000",192.57,VC_1019,large,dog,9,1
4603,Grooming,"$100,000",51.34,VC_1168,medium,cat,10,1
4301,Bedding,"$93,000",148.93,VC_866,extra_large,fish,7,0
4735,Medicine,"$205,000",240.07,VC_1300,medium,cat,7,0
4838,Toys,"$105,000",121.1,VC_1403,small,dog,2,1
4894,Snack,"$161,000",238.07,VC_1459,small,dog,6,0
4590,Medicine,"$113,000",118.96,VC_1155,extra_small,dog,10,1
4959,Equipment,"$144,000",155.87,VC_1524,medium,bird,6,0
4932,Equipment,"$213,000",4.03,VC_1497,small,dog,6,0
4814,Toys,"$86,000",164.54,VC_1379,small,dog,2,1
4416,Grooming,"$124,000",128.41,VC_981,extra_large,dog,5,0
4288,Equipment,"$86,000",177.48,VC_853,medium,rabbit,8,1
4174,Grooming,"$211,000",104.27,VC_739,large,rabbit,4,1
4888,Snack,"$142,000",91.05,VC_1453,small,dog,6,0
4645,Medicine,"$201,000",105.38,VC_1210,extra_small,cat,10,0
5035,Snack,"$198,000",94.29,VC_1600,medium,bird,7,1
4435,Toys,"$34,000",89.12,VC_1000,extra_small,cat,4,0
4374,Food,"$132,000",162.38,VC_939,large,dog,8,0
4463,Snack,"$18,000",65.43,VC_1028,medium,cat,1,0
4230,Accessory,"$151,000",183.92,VC_795,extra_small,bird,4,0
4726,Medicine,"$171,000",49.11,VC_1291,small,dog,10,1
4593,Accessory,"$179,000",81.48,VC_1158,medium,cat,10,0
4177,Snack,"$71,000",166.09,VC_742,small,hamster,9,0
4334,Bedding,"$187,000",233.28,VC_899,large,dog,3,1
5023,Snack,"$160,000",206.34,VC_1588,medium,bird,6,1
4638,Food,"$148,000",63.67,VC_1203,medium,dog,10,0
4845,Equipment,"$109,000",121.07,VC_1410,medium,cat,1,1
4442,Equipment,"$150,000",109.68,VC_1007,small,dog,4,0
4292,Toys,"$111,000",212.37,VC_857,small,dog,3,0
5044,Snack,"$144,000",201.94,VC_1609,small,fish,7,1
4227,Medicine,"$81,000",189.25,VC_792,small,cat,7,0
4861,Snack,"$65,000",15.82,VC_1426,medium,cat,1,1
4926,Equipment,"$31,000",244.34,VC_1491,small,dog,6,0
4786,Snack,"$149,000",88.15,VC_1351,small,dog,7,1
4521,Bedding,"$11,000",140.61,VC_1086,extra_large,cat,6,0
4931,Toys,"$226,000",25.8,VC_1496,medium,cat,6,0
4823,Toys,"$90,000",102.88,VC_1388,medium,cat,2,1
4723,Medicine,"$229,000",62.65,VC_1288,medium,cat,10,0
4827,Equipment,"$207,000",122.51,VC_1392,medium,cat,2,1
4950,Equipment,"$117,000",214.12,VC_1515,small,dog,6,0
4705,Medicine,"$99,000",78.18,VC_1270,extra_small,cat,10,0
4851,Equipment,"$63,000",51.36,VC_1416,medium,cat,1,1
4984,Snack,"$63,000",121.94,VC_1549,small,fish,6,0
4967,Toys,"$31,000",239.06,VC_1532,medium,bird,6,0
4673,Equipment,"$77,000",105.39,VC_1238,medium,cat,10,1
4185,Grooming,"$109,000",82.81,VC_750,extra_small,cat,3,1
4627,Food,"$230,000",211.91,VC_1192,small,cat,10,0
4348,Medicine,"$123,000",2.09,VC_913,medium,dog,1,0
4222,Equipment,"$173,000",159.02,VC_787,small,rabbit,10,1
4290,Bedding,"$72,000",168.6,VC_855,extra_small,bird,1,0
4849,Snack,"$161,000",167.62,VC_1414,medium,cat,1,1
4530,Equipment,"$139,000",154.04,VC_1095,extra_small,dog,3,1
4960,Snack,"$136,000",220.42,VC_1525,small,fish,6,0
4779,Equipment,"$172,000",21.75,VC_1344,medium,cat,7,0
4264,Food,"$172,000",37.66,VC_829,large,rabbit,6,0
4941,Equipment,"$65,000",231.96,VC_1506,medium,cat,6,0
4450,Accessory,"$81,000",57.97,VC_1015,extra_small,dog,2,1
4702,Medicine,"$142,000",51.58,VC_1267,small,dog,10,1
4580,Supplements,"$198,000",182.83,VC_1145,extra_small,dog,10,0
4522,Housing,"$193,000",18.12,VC_1087,small,dog,9,1
4235,Bedding,"$180,000",52.38,VC_800,extra_small,fish,10,0
4391,Toys,"$95,000",232.47,VC_956,extra_large,cat,5,1
4670,Accessory,"$78,000",109.92,VC_1235,extra_small,dog,10,1
4914,Equipment,"$145,000",114.35,VC_1479,small,dog,6,0
4597,Clothes,"$4,000",197.83,VC_1162,small,cat,10,0
4826,Toys,"$162,000",90.84,VC_1391,small,dog,2,1
4327,Supplements,"$4,000",46.49,VC_892,small,cat,9,1
4844,Toys,"$173,000",120.32,VC_1409,small,dog,1,1
4741,Medicine,"$3,000",155.14,VC_1306,medium,cat,7,0
4401,Housing,"$100,000",232.61,VC_966,extra_large,cat,9,0
4228,Supplements,"$67,000",148.32,VC_793,medium,rabbit,1,0
4568,Medicine,"$151,000",32.23,VC_1133,medium,dog,10,0
4868,Toys,"$73,000",170.5,VC_1433,small,dog,6,0
4448,Supplements,"$218,000",188.21,VC_1013,medium,dog,10,0
4587,Bedding,"$202,000",13.29,VC_1152,small,cat,10,1
4405,Grooming,"$106,000",177.93,VC_970,extra_small,cat,2,1
4475,Equipment,"$201,000",78.13,VC_1040,extra_small,cat,5,1
4385,Food,"$115,000",195.12,VC_950,extra_small,cat,9,1
4382,Supplements,"$25,000",185.08,VC_947,small,dog,9,0
4318,Accessory,"$36,000",40.92,VC_883,medium,dog,7,1
4678,Medicine,"$131,000",98.89,VC_1243,medium,dog,10,1
4652,Clothes,"$214,000",96.99,VC_1217,small,dog,10,0
4860,Equipment,"$191,000",17.46,VC_1425,small,dog,1,1
4821,Equipment,"$144,000",241.08,VC_1386,medium,cat,2,1
4175,Accessory,"$83,000",31.93,VC_740,extra_small,fish,7,0
4195,Supplements,"$211,000",229.29,VC_760,extra_small,hamster,5,1
