product_id,category,animal,size,price,sales,rating,repeat_purchase
0040,Toys,Bird,large,54.03,2248.63,5,0
0041,Food,Cat,Small,31.2,1074.63,3,1
0042,Food,Cat,SMALL,30.92,1064.79,7,0
0043,Housing,Cat,medium,20.95,615.07,5,1
0044,Equipment,Fish,medium,17.98,506.75,3,1
0045,Medicine,Bird,medium,unlisted,1209.41,NA,0
0046,Accessory,Dog,large,32.98,1063.91,5,1
0047,Toys,Cat,SMALL,unlisted,1367.47,NA,1
0048,Equipment,Cat,SMALL,27.7,1022.95,8,0
0049,Medicine,Cat,small,24.8,978.64,6,1
0050,Food,Cat,small,31.2,1074.1,6,0
0051,Food,Cat,Small,31.09,1071.72,6,0
0052,Medicine,Fish,small,19.83,658.66,7,1
0053,Accessory,Dog,large,33.15,1068.44,7,0
0054,Food,Fish,medium,21.25,548.05,4,0
0055,Equipment,Dog,Large,38.06,1449.87,5,1
0056,Food,Cat,Small,30.89,1059.94,6,-0
0057,Medicine,Dog,large,35.04,1424.02,6,1
0058,Housing,Dog,MEDIUM,26.03,678.99,3,0
0059,Toys,Dog,medium,33.94,1152.57,6,0
0060,Housing,Cat,Small,25.81,814.06,3,0
0061,Accessory,Dog,large,32.99,1068.83,4,1
0062,Equipment,Fish,medium,17.9,506.2,3,1
0063,Food,Fish,LARGE,30.96,1016.49,5,0
0064,Food,Dog,large,40.93,1459.08,3,0
0065,Medicine,Dog,medium,24.98,836.05,5,1
0066,Housing,Cat,small,26.08,831.86,4,1
0067,Equipment,Fish,small,23.08,710.55,5,0
0068,Housing,Dog,MEDIUM,26,675.06,3,1
0069,Equipment,Cat,medium,22.95,790.28,6,0
0070,Toys,Dog,SMALL,39.03,1411.58,6,0
0071,Equipment,Dog,LARGE,unlisted,1446.43,NA,0
0072,Medicine,Bird,medium,34.96,1207.21,6,1
0073,-,Dog,small,33.13,1101.89,4,-0
0074,Food,Bird,Large,unlisted,1864.01,NA,0
0075,Equipment,Fish,SMALL,23.19,706.38,6,1
0076,Food,Fish,LARGE,31,1023.95,6,1
0077,Housing,Cat,medium,21.05,614.54,3,1
0078,Food,Cat,Small,31.5,1090.84,6,0
0079,Medicine,Cat,small,24.7,975.88,6,1
0080,Accessory,Dog,Small,27.76,764.19,3,0
0081,Accessory,Cat,medium,18.06,518.45,6,1
0082,Equipment,Fish,small,22.99,709.87,2,0
0083,Equipment,Cat,small,28.43,1047.28,5,1
0084,Toys,Bird,Medium,43.99,1534.9,7,0
0085,Equipment,Dog,medium,unlisted,870.15,NA,1
0086,Food,Bird,Medium,41.03,1206.69,6,1
0087,Equipment,Cat,small,28.28,1042.37,5,0
0088,Food,Dog,Large,40.93,1463.29,4,1
0089,Housing,Cat,small,25.96,825.63,4,0
0090,Equipment,Cat,small,unlisted,1014.17,NA,0
0091,Equipment,Cat,small,27.86,1022,6,1
0092,Toys,Dog,small,38.95,1418.52,6,1
0093,Housing,Bird,Medium,36.22,965.85,4,0
0094,Accessory,Dog,medium,23.02,578.95,5,0
0095,Housing,Cat,small,unlisted,821.2,NA,-0
0096,Housing,Cat,MEDIUM,21.14,617.64,7,1
0097,Accessory,Bird,LARGE,42.99,1417.24,5,0
0098,Equipment,Cat,Small,27.95,1026.77,6,1
0099,Equipment,Dog,Large,38,1447.26,5,0
0100,Equipment,Cat,Small,28.2,1035.18,6,1
0101,Housing,Dog,small,unlisted,892.3,NA,1
0102,Toys,Dog,Small,39.16,1425.23,3,1
0103,Medicine,Dog,medium,25.07,846.96,4,-0
0104,Medicine,Fish,medium,15,464.88,6,1
0105,Housing,Bird,medium,35.95,962.13,2,1
0106,Equipment,Cat,small,27.86,1027.49,3,0
0107,Medicine,Cat,large,30.03,1321.82,8,1
0108,Equipment,Fish,Small,22.98,712.43,6,-0
0109,Equipment,Cat,small,27.97,1028.72,5,1
0110,Toys,Fish,small,28.74,969.57,4,1
0111,Equipment,Dog,small,unlisted,1112.08,NA,1
0112,Food,Cat,Medium,26.05,829.81,6,1
0113,Housing,Bird,Large,45.99,1558.19,6,0
0114,Housing,Cat,Small,25.83,821.45,8,0
0115,Equipment,Dog,small,32.98,1106.85,6,1
0116,Accessory,Fish,LARGE,22.75,670.79,3,-0
0117,Toys,Fish,large,unlisted,1300.33,NA,1
0118,Equipment,Cat,SMALL,28.03,1029.38,6,1
0119,Equipment,Cat,small,27.7,1021.27,4,0
0120,Toys,Cat,medium,29.02,1073.29,6,1
0121,Food,Dog,SMALL,unlisted,1132.38,NA,0
0122,Equipment,Cat,MEDIUM,23.19,801.04,3,1
0123,Food,Dog,medium,30.92,885.87,4,1
0124,Housing,Dog,MEDIUM,26.32,685.86,2,1
0125,Equipment,Cat,Small,28.2,1047.38,5,0
0126,Equipment,Cat,small,27.99,1028.27,6,0
0127,Medicine,Cat,small,25.07,999.58,8,1
0128,Toys,Fish,Medium,unlisted,747.58,NA,0
0129,Equipment,Cat,Medium,22.98,795.34,7,0
0130,Toys,Fish,large,34.18,1307.35,4,0
0131,Housing,Fish,small,21.07,538.15,4,1
0132,Equipment,Cat,SMALL,unlisted,1038.07,NA,1
0133,Housing,Bird,Large,unlisted,1556.37,NA,1
0134,Housing,Fish,small,unlisted,529.96,NA,1
0135,Food,Dog,LARGE,unlisted,1451.97,NA,0
0136,Medicine,Bird,small,unlisted,1495.56,NA,1
0137,Housing,Cat,small,25.97,823.94,5,1
0138,Equipment,Fish,small,23.14,711.93,4,0
0139,Accessory,Bird,Large,42.85,1411.53,5,-0
0140,Toys,Cat,small,34.08,1348.96,6,1
0141,Toys,Dog,small,unlisted,1390.98,NA,1
0142,Equipment,Cat,medium,22.97,790.52,5,1
0143,Toys,Fish,medium,24.24,749.2,6,1
0144,Food,Bird,medium,41.02,1204.42,3,1
0145,Equipment,Cat,small,27.95,1025.34,8,-0
0146,Food,Dog,LARGE,41.04,1456.69,8,0
0147,Equipment,Fish,small,22.68,697.2,2,0
0148,Medicine,Cat,SMALL,24.83,981.35,7,1
0149,Equipment,Cat,small,27.77,1022.07,5,0
0150,Equipment,Cat,SMALL,27.99,1026.36,6,1
0151,Food,Bird,large,50.92,1859.84,5,1
0152,Food,Dog,large,41.01,1464.8,4,1
0153,Housing,Bird,MEDIUM,36.08,962.39,5,1
0154,Housing,Cat,Medium,21.12,619.13,4,1
0155,Housing,Fish,medium,16.11,373.72,5,-0
0156,Food,Cat,Small,30.96,1059.68,7,1
0157,Food,Bird,small,45.83,1460.05,6,1
0158,Medicine,Dog,small,29.99,1088.15,3,0
0159,Accessory,Dog,medium,unlisted,583.06,NA,0
0160,Toys,Fish,LARGE,34.17,1299.15,5,1
0161,Medicine,Fish,Small,19.76,657.92,3,1
0162,Food,Dog,Medium,30.86,880.28,5,1
0163,Housing,Cat,small,26.13,827.52,6,1
0164,Medicine,Fish,Large,24.94,941.39,6,0
0165,Food,Bird,large,51.18,1869.97,6,1
0166,Medicine,Cat,MEDIUM,20.06,741.16,4,-0
0167,Equipment,Cat,small,27.93,1031.5,6,1
0168,Food,Cat,Medium,26.24,837.67,6,1
0169,Food,Cat,MEDIUM,25.88,825.61,5,1
0170,Equipment,Cat,SMALL,28.17,1041.59,3,-0
0171,Toys,Dog,small,39.26,1412.54,4,0
0172,Toys,Cat,small,34.17,1350.32,8,-0
0173,Equipment,Cat,Small,28.07,1034.36,5,1
0174,-,Bird,large,51.1,1868.47,5,0
0175,Toys,Cat,small,34.03,1338.54,6,0
0176,Food,Bird,medium,41.08,1204.46,4,1
0177,Medicine,Dog,medium,25.05,844.17,5,1
0178,Medicine,Cat,MEDIUM,19.88,734.01,8,0
0179,-,Bird,large,50.99,1855.16,5,1
0180,Housing,Fish,medium,15.91,367.02,5,-0
0181,Housing,Fish,small,20.79,529.93,3,-0
0182,Food,Bird,Medium,40.88,1206.88,7,1
0183,Food,Fish,SMALL,26.3,740.93,3,1
0184,Equipment,Cat,MEDIUM,22.86,787.87,4,1
0185,Toys,Cat,Small,34.11,1345.58,6,1
0186,Toys,Dog,medium,34.02,1158.66,5,0
0187,Housing,Cat,LARGE,unlisted,1125.8,NA,1
0188,Medicine,Fish,small,20.03,663.35,5,1
0189,Food,Fish,small,26.67,752.3,3,1
0190,Food,Dog,Large,41.15,1467.02,6,-0
0191,Equipment,Dog,small,33.1,1118.36,3,0
0192,Equipment,Cat,small,28.31,1048.92,8,1
0193,Medicine,Dog,medium,25.06,842.46,3,1
0194,Medicine,Dog,SMALL,unlisted,1081.7,NA,1
0195,Food,Cat,small,31.04,1074.04,4,0
0196,Equipment,Cat,small,27.98,1029.34,7,-0
0197,Medicine,Cat,Small,25.02,992.22,6,1
0198,Equipment,Cat,small,27.65,1019.82,6,-0
0199,Equipment,Dog,small,33.09,1110.67,3,1
0200,Equipment,Dog,MEDIUM,28,873.45,2,1
0201,Toys,Dog,small,unlisted,1407.71,NA,1
0202,Equipment,Fish,Small,23.01,703.91,3,1
0203,Food,Bird,Small,46.02,1470.55,2,1
0204,Housing,Bird,Large,45.94,1541.46,5,0
0205,Equipment,Cat,Small,28.04,1039.48,5,1
0206,Toys,Dog,small,38.87,1408.33,4,1
0207,Medicine,Cat,Medium,20.05,740.8,4,0
0208,Medicine,Fish,small,19.86,659.93,3,-0
0209,Food,Dog,Small,35.99,1122.98,5,1
0210,Equipment,Cat,SMALL,unlisted,1033.55,NA,1
0211,Equipment,Fish,Small,22.9,700.8,3,0
0212,Toys,Cat,small,unlisted,1383.43,NA,0
0213,Toys,Bird,small,48.91,1816.23,6,1
0214,Housing,Cat,small,25.91,822.17,4,1
0215,Food,Bird,Small,45.83,1461.36,4,0
0216,Accessory,Dog,Large,33.03,1062.88,4,1
0217,Equipment,Cat,small,27.89,1029.56,3,1
0218,Food,Dog,SMALL,35.97,1111.28,3,0
0219,Toys,Cat,large,unlisted,1729.76,NA,0
0220,Equipment,Fish,small,23.16,710.4,2,0
0221,Housing,Dog,Large,35.89,1177.84,5,1
0222,Food,Fish,Small,25.84,729.2,4,1
0223,Medicine,Dog,large,34.85,1416.51,7,1
0224,Accessory,Fish,Large,22.94,669.84,5,1
0225,Food,Fish,large,31.08,1020.19,3,0
0226,Medicine,Cat,small,25.16,989.87,4,1
0227,Housing,Fish,large,26.13,786.17,4,1
0228,Food,Bird,large,50.84,1846.82,6,1
0229,Equipment,Dog,SMALL,32.91,1093.36,3,0
0230,Equipment,Cat,small,28.17,1034.28,5,0
0231,Medicine,Dog,large,unlisted,1423.72,NA,-0
0232,Food,Fish,Small,25.83,731.17,6,0
0233,-,Cat,small,27.74,1024.25,6,1
0234,Food,Cat,LARGE,36.03,1400.69,7,1
0235,Food,Dog,medium,30.75,880.03,5,0
0236,Accessory,Bird,large,unlisted,1411.55,NA,1
0237,Equipment,Fish,small,23.05,699.21,3,1
0238,Toys,Fish,medium,24.05,747.39,6,0
0239,Equipment,Cat,Small,27.96,1037.79,5,0
0240,Toys,Cat,small,33.93,1343.52,6,1
0241,Equipment,Cat,medium,23.28,801.56,3,1
0242,Toys,Cat,small,34.01,1347.06,7,1
0243,Housing,Fish,medium,16.23,375.37,4,0
0244,Housing,Dog,SMALL,30.92,876.82,6,1
0245,Toys,Fish,Medium,24.03,745.79,4,0
0246,Medicine,Cat,medium,19.87,734.24,3,1
0247,Equipment,Cat,small,27.97,1034.03,4,-0
0248,Food,Fish,Medium,21.02,544.63,2,1
0249,Accessory,Bird,LARGE,42.97,1420.58,6,1
0250,Toys,Dog,LARGE,unlisted,1795.05,NA,0
0251,Equipment,Dog,Large,38.32,1461.63,6,-0
0252,Medicine,Cat,SMALL,24.96,984.98,7,1
0253,Accessory,Cat,small,23.07,722.66,5,1
0254,Accessory,Fish,medium,12.89,288.01,3,0
0255,Medicine,Cat,SMALL,25.09,989.83,6,1
0256,Equipment,Dog,SMALL,32.96,1106.18,5,1
0257,Housing,Cat,small,unlisted,823.68,NA,1
0258,Housing,Fish,small,21.22,540.81,3,0
0259,Equipment,Cat,SMALL,28.33,1044.42,4,0
0260,Toys,Dog,SMALL,38.89,1417.68,5,0
0261,Food,Dog,SMALL,35.87,1118.67,6,1
0262,Equipment,Cat,small,28.03,1034.78,6,1
0263,Food,Fish,small,25.92,729.11,4,1
0264,Equipment,Fish,Medium,18.08,511.72,5,1
0265,Toys,Cat,small,33.87,1350.59,6,0
0266,Equipment,Cat,small,unlisted,1030.43,NA,0
0267,Toys,Fish,small,28.92,964.24,4,1
0268,-,Fish,Small,23.12,708.32,4,1
0269,Equipment,Cat,Small,27.87,1020.96,5,1
0270,Medicine,Bird,Medium,35.03,1207.13,6,1
0271,Toys,Dog,MEDIUM,33.93,1144.31,5,0
0272,Food,Dog,LARGE,41.04,1470.65,6,1
0273,Housing,Dog,small,31.23,884.46,3,1
0274,Equipment,Fish,Small,22.93,703.79,5,1
0275,Medicine,Fish,Medium,15.03,464.98,3,1
0276,Toys,Cat,Medium,29.01,1074.06,3,1
0277,Accessory,Dog,MEDIUM,unlisted,574.23,NA,1
0278,Food,Dog,SMALL,35.99,1120.11,4,-0
0279,Medicine,Cat,Small,unlisted,986.94,NA,0
0280,Toys,Dog,large,43.9,1795.77,5,1
0281,Equipment,Cat,small,28.2,1034.1,3,1
0282,Toys,Fish,small,29,972.44,8,1
0283,Housing,Cat,LARGE,31.04,1124.81,5,1
0284,Food,Cat,medium,26.1,834.51,4,0
0285,Food,Dog,Large,41.11,1467.21,4,1
0286,Equipment,Cat,SMALL,unlisted,1029.17,NA,1
0287,Equipment,Cat,MEDIUM,unlisted,798.26,NA,0
0288,Equipment,Cat,small,28.1,1043.5,7,-0
0289,Housing,Fish,medium,unlisted,363.73,NA,1
0290,Equipment,Cat,SMALL,27.82,1026.3,8,1
0291,Toys,Cat,Small,34,1346.68,5,0
0292,Food,Bird,Large,50.9,1861.97,4,1
0293,Food,Bird,large,50.98,1864.04,6,0
0294,Toys,Cat,MEDIUM,29.19,1087.59,4,1
0295,Toys,Bird,Large,54.05,2249.4,4,0
0296,Toys,Fish,medium,24.16,747.43,4,1
0297,Toys,Bird,Medium,43.92,1525.97,6,1
0298,Equipment,Fish,small,unlisted,712.28,NA,1
0299,Medicine,Fish,MEDIUM,15.05,464.52,6,1
0300,Accessory,Dog,small,27.82,772.16,5,1
0301,Food,Cat,MEDIUM,26.06,832.08,6,1
0302,Toys,Cat,Small,33.91,1346.02,6,0
0303,Equipment,Cat,SMALL,28,1025.83,4,1
0304,Food,Fish,Large,30.97,1014.57,3,1
0305,Equipment,Fish,small,22.98,707.63,5,0
0306,Toys,Cat,Small,33.97,1349.03,6,1
0307,Equipment,Cat,Small,unlisted,1034.74,NA,1
0308,Equipment,Cat,medium,22.93,787.3,3,1
0309,Toys,Cat,small,34.12,1364.65,6,0
0310,Accessory,Dog,MEDIUM,22.92,577.97,3,0
0311,Medicine,Dog,medium,25.19,846.27,5,1
0312,Food,Dog,MEDIUM,30.85,885.8,4,1
0313,Food,Dog,Medium,unlisted,882.34,NA,1
0314,Equipment,Cat,Small,28.18,1036.46,6,0
0315,Accessory,Bird,medium,33.1,860.69,5,0
0316,Housing,Dog,Small,30.82,881.02,4,1
0317,Equipment,Cat,SMALL,28.42,1045.29,5,1
0318,Food,Cat,MEDIUM,26.08,837.94,4,1
0319,Food,Fish,medium,20.89,538.41,5,0
0320,Accessory,Bird,medium,unlisted,859.11,NA,1
0321,Housing,Cat,small,25.81,820.54,5,1
0322,Equipment,Cat,small,27.91,1030.16,5,0
0323,Food,Bird,Medium,41.01,1210.66,4,-0
0324,Toys,Cat,Small,33.84,1346.25,5,1
0325,Toys,Cat,small,34.53,1356.71,8,1
0326,Food,Fish,Medium,21.02,543.87,4,0
0327,Equipment,Fish,small,23.28,716.79,4,1
0328,Toys,Cat,medium,28.86,1064.54,5,1
0329,Food,Bird,large,unlisted,1859.03,NA,1
0330,Equipment,Fish,small,23.02,708.63,6,1
0331,Equipment,Cat,small,27.98,1036.31,7,1
0332,Food,Dog,Large,41.14,1466.3,6,1
0333,Food,Fish,large,30.99,1020.05,6,1
0334,Housing,Dog,Medium,25.99,673.68,5,1
0335,Toys,Dog,small,39,1411.57,6,1
0336,Housing,Dog,medium,25.98,674.22,4,0
0337,Equipment,Cat,Small,27.84,1030.21,4,0
0338,Food,Fish,MEDIUM,21.02,543.97,3,1
0339,Food,Bird,medium,41,1208.27,5,1
0340,Toys,Fish,SMALL,29.13,965.84,5,1
0341,Medicine,Fish,SMALL,19.84,657.38,5,0
0342,Medicine,Cat,Small,24.85,981.18,4,-0
0343,Toys,Fish,large,33.78,1283.93,4,1
0344,-,Cat,small,27.78,1026.38,6,0
0345,Food,Fish,MEDIUM,21.02,540.34,2,-0
0346,Accessory,Bird,MEDIUM,33.15,860.51,6,1
0347,Accessory,Cat,Small,unlisted,706.7,NA,1
0348,Equipment,Dog,Medium,28.05,870.3,3,1
0349,Medicine,Bird,Medium,34.96,1200.15,4,0
0350,Housing,Dog,small,30.73,869.43,6,1
0351,Medicine,Fish,small,19.99,663.63,6,1
0352,Equipment,Cat,SMALL,28.11,1040.53,7,1
0353,Housing,Bird,LARGE,46.16,1557.58,3,1
0354,Accessory,Bird,large,42.93,1409.97,3,1
0355,Equipment,Cat,small,27.99,1044.51,8,1
0356,Medicine,Bird,Medium,34.88,1198.81,4,1
0357,Equipment,Cat,Small,28.36,1044.03,5,-0
0358,Toys,Cat,small,33.99,1345.66,6,0
0359,Toys,Bird,MEDIUM,44.07,1517.76,5,1
0360,Housing,Dog,Small,31.22,877.81,3,1
0361,Housing,Dog,MEDIUM,unlisted,674.73,NA,1
0362,Housing,Bird,LARGE,46.11,1565.71,7,0
0363,Equipment,Fish,SMALL,22.91,700.94,3,1
0364,Accessory,Bird,medium,33.11,864.73,4,1
0365,Accessory,Dog,large,32.79,1060.94,5,0
0366,Equipment,Cat,medium,23.07,799.68,5,1
0367,Equipment,Cat,small,27.81,1025.05,7,1
0368,Food,Dog,Medium,30.89,885.79,5,-0
0369,Equipment,Cat,small,27.92,1031.79,3,1
0370,-,Dog,large,unlisted,1462.67,NA,1
0371,Medicine,Fish,SMALL,20.03,665.55,6,1
0372,Toys,Fish,small,28.97,961.73,4,1
0373,Equipment,Fish,MEDIUM,18.12,514.67,3,1
0374,Food,Fish,Medium,21.04,540.38,5,1
0375,Housing,Fish,medium,unlisted,370.28,NA,0
0376,Equipment,Cat,Small,27.9,1026.74,6,0
0377,Equipment,Cat,MEDIUM,22.88,789.06,4,1
0378,Medicine,Fish,small,20.21,666.75,4,1
0379,Equipment,Cat,Small,27.88,1032.4,7,1
0380,Food,Dog,SMALL,35.76,1112.35,4,1
0381,Food,Fish,SMALL,25.76,731.75,4,1
0382,Medicine,Cat,small,24.94,979.15,9,0
0383,Food,Fish,small,26.05,747.96,2,1
0384,Equipment,Dog,Medium,28,871.81,5,1
0385,Toys,Fish,Large,34.09,1301.35,9,1
0386,Equipment,Fish,medium,18.08,510.02,4,1
0387,Housing,Dog,Small,30.86,871.1,3,0
0388,Food,Dog,MEDIUM,31.08,889.15,5,0
0389,Medicine,Bird,medium,35.11,1216.53,6,0
0390,Equipment,Fish,Small,22.93,702.94,5,-0
0391,Food,Bird,Medium,40.89,1208.03,4,1
0392,Housing,Dog,Medium,25.92,674.67,6,1
0393,Equipment,Cat,small,28.15,1034.36,7,1
0394,Medicine,Cat,medium,unlisted,745.83,NA,1
0395,Housing,Bird,Medium,unlisted,958.94,NA,0
0396,Toys,Fish,medium,23.86,741.11,6,1
0397,Medicine,Dog,Medium,24.8,837.19,4,0
0398,Equipment,Fish,SMALL,23.11,716.78,5,-0
0399,Toys,Fish,LARGE,33.97,1289.12,6,-0
0400,Accessory,Dog,large,33.14,1065.51,2,0
0401,Equipment,Cat,small,28.06,1030.25,7,0
0402,Toys,Fish,Small,28.85,971.26,4,0
0403,Accessory,Bird,Large,42.88,1416.28,5,1
0404,Housing,Fish,small,21.36,541.92,4,1
0405,Food,Bird,large,50.92,1849.66,5,0
0406,Food,Cat,Small,unlisted,1065.98,NA,1
0407,Medicine,Fish,small,19.95,665.53,6,0
0408,Toys,Cat,small,34.24,1361.1,8,0
0409,Equipment,Cat,small,28.04,1035.07,4,0
0410,Food,Bird,medium,41.13,1211.2,5,-0
0411,Housing,Cat,small,26.19,826.92,3,1
0412,Housing,Cat,small,26.44,834.68,4,0
0413,Housing,Dog,medium,26.01,673.05,3,-0
0414,Equipment,Cat,SMALL,27.98,1036.29,6,0
0415,Equipment,Cat,small,unlisted,1036.69,NA,0
0416,Equipment,Cat,small,27.94,1035.28,3,1
0417,Food,Fish,medium,20.92,539.64,1,1
0418,Housing,Cat,large,31.16,1138.04,7,0
0419,Toys,Fish,small,29.13,973.42,6,0
0420,Equipment,Fish,small,22.87,700.78,5,1
0421,Housing,Cat,medium,21.03,616.66,6,1
0422,Food,Bird,Large,50.91,1854.43,7,1
0423,Equipment,Cat,small,27.94,1034.34,5,1
0424,Housing,Bird,SMALL,41.01,1191.23,5,0
0425,Equipment,Cat,Small,27.82,1031.78,6,0
0426,Housing,Fish,large,26,782.43,4,0
0427,-,Cat,medium,unlisted,1080.53,NA,0
0428,Equipment,Dog,Small,32.95,1104.95,5,0
0429,Food,Dog,small,36.04,1119.84,7,0
0430,Medicine,Dog,Small,30.18,1096.79,4,1
0431,Toys,Fish,small,29.02,975.45,6,1
0432,Accessory,Dog,LARGE,33.1,1062.62,5,0
0433,Toys,Dog,SMALL,38.84,1417.22,6,1
0434,Food,Bird,Small,45.78,1456.48,6,0
0435,Housing,Cat,Small,26.29,834.96,5,1
0436,Food,Fish,medium,20.87,543.76,4,1
0437,Toys,Cat,Small,33.89,1340.5,9,1
0438,Equipment,Cat,small,28.04,1040.72,6,1
0439,Food,Dog,medium,31.19,898.42,3,1
0440,Toys,Cat,Small,34.47,1374.79,4,0
0441,Housing,Cat,medium,21.03,617.98,3,-0
0442,Toys,Bird,medium,43.95,1522.52,4,1
0443,Food,Dog,large,40.99,1464.54,5,0
0444,Equipment,Fish,medium,18.01,510.19,2,1
0445,Toys,Fish,medium,24.06,744.96,5,1
0446,Equipment,Cat,SMALL,27.99,1029.53,5,1
0447,Food,Bird,Medium,40.9,1216.38,5,1
0448,Toys,Fish,MEDIUM,24.02,742.64,5,1
0449,Toys,Bird,large,54.16,2248.04,8,1
0450,Toys,Cat,small,34.1,1344.84,6,0
0451,Housing,Cat,Small,26.08,822.27,4,1
0452,Accessory,Bird,Large,42.82,1417.18,4,0
0453,Toys,Fish,Small,28.98,973.92,6,1
0454,Accessory,Bird,LARGE,43.12,1434.65,5,0
0455,Accessory,Cat,MEDIUM,17.95,512.36,3,0
0456,Accessory,Bird,Large,42.92,1411.82,4,0
0457,Food,Fish,Small,26.33,750.33,5,1
0458,Medicine,Cat,small,25.17,994.41,9,1
0459,Medicine,Bird,LARGE,45.06,1871.35,8,0
0460,Medicine,Cat,small,24.76,970.57,7,1
0461,Medicine,Fish,small,20.09,669.38,6,1
0462,Housing,Dog,SMALL,31.09,886.84,3,1
0463,Medicine,Dog,Small,29.98,1081.52,7,1
0464,Medicine,Fish,Small,19.98,662.74,3,1
0465,Equipment,Cat,Medium,22.99,794.74,5,0
0466,Food,Cat,medium,26.15,836.75,4,1
0467,Toys,Bird,large,53.97,2246.77,8,1
0468,Housing,Dog,Small,30.96,868.61,6,0
0469,Accessory,Bird,LARGE,43.04,1422.27,5,1
0470,Food,Bird,large,51.04,1861.15,4,1
0471,Toys,Cat,Small,unlisted,1354.1,NA,1
0472,Medicine,Dog,Medium,unlisted,842.07,NA,-0
0473,Equipment,Cat,Medium,23.14,797.38,6,0
0474,Equipment,Cat,small,28.3,1047.8,3,0
0475,Medicine,Cat,MEDIUM,19.94,735.52,6,1
0476,Food,Fish,Small,26.22,735.94,2,-0
0477,Medicine,Fish,MEDIUM,14.99,461.05,5,1
0478,Accessory,Dog,Medium,22.98,578.38,3,1
0479,Toys,Dog,small,38.98,1415.14,4,0
0480,Equipment,Fish,Small,23.09,710.71,6,-0
0481,Medicine,Dog,Medium,25.06,842.67,5,1
0482,Food,Dog,medium,unlisted,888.34,NA,0
0483,Medicine,Dog,medium,unlisted,840.67,NA,1
0484,Toys,Fish,small,29.01,971.13,6,0
0485,Medicine,Bird,Small,39.79,1476.14,5,1
0486,Accessory,Bird,large,43.03,1424.58,5,1
0487,Medicine,Cat,Small,24.74,977.78,7,1
0488,Housing,Fish,Medium,15.95,369.07,3,1
0489,Equipment,Fish,Small,23.07,702.33,5,-0
0490,Housing,Dog,small,30.93,886.42,6,1
0491,Equipment,Cat,small,27.83,1025.24,4,1
0492,Toys,Cat,Small,unlisted,1371.3,NA,1
0493,Housing,Dog,SMALL,30.81,864.88,3,1
0494,Food,Bird,medium,40.83,1196.56,4,1
0495,Food,Dog,Large,40.91,1460.29,6,1
0496,Food,Fish,small,25.7,727.87,3,1
0497,Food,Cat,SMALL,31.03,1072.2,6,1
0498,Equipment,Dog,LARGE,37.89,1440.06,4,1
0499,Equipment,Cat,MEDIUM,22.9,787.62,6,0
0500,Toys,Fish,large,34.17,1296.58,5,1
0501,Housing,Cat,SMALL,unlisted,830.74,NA,0
0502,Housing,Bird,Medium,36.01,962.21,5,0
0503,Housing,Fish,Medium,16.17,374.04,4,1
0504,Medicine,Cat,medium,unlisted,735.57,NA,0
0505,Housing,Fish,medium,15.94,365.3,4,0
0506,Housing,Bird,small,40.97,1204.78,6,1
0507,Accessory,Bird,Medium,33.04,861.89,5,1
0508,Housing,Dog,Medium,26.2,678.22,2,1
0509,Toys,Dog,small,39.19,1419.66,3,1
0510,Medicine,Cat,MEDIUM,19.97,736.3,6,1
